Idő,Eseménykörnyezet,Összetevő,Esemény neve,Leírás,Eredet,IP-cím,Idő_dt,user_id,tetel_id,Uj_oszlop,hónap,hét,nap,óra,Munka_típus,lokacio,Munka_3utas,Tantervi_hét,Tantervi_hét_szám
"2025. április 6., 03:24:31",Feladat: zh-A,Feladat,Megtekintett kurzusmodul,The user with id '113416' viewed the 'assign' activity with course module id '1474035'.,web,134.255.33.75,2025-04-06 03:24:31,113416,,Szamonkeres,4,14,6,3,Otthoni,Egyéb helyen,Otthoni,Ismeretlen,
"2025. április 2., 00:58:37",Feladat: zh-A,Feladat,Leadás állapota megtekintve,The user with id '113416' has viewed the submission status page for the assignment with course module id '1474035'.,web,37.76.22.148,2025-04-02 00:58:37,113416,,Szamonkeres,4,14,2,0,Otthoni,Egyéb helyen,Otthoni,Ismeretlen,
"2025. április 2., 00:58:37",Feladat: zh-A,Feladat,Megtekintett kurzusmodul,The user with id '113416' viewed the 'assign' activity with course module id '1474035'.,web,37.76.22.148,2025-04-02 00:58:37,113416,,Szamonkeres,4,14,2,0,Otthoni,Egyéb helyen,Otthoni,Ismeretlen,
"2025. március 26., 12:57:02",Feladat: zh-E,Feladat,Leadás állapota megtekintve,The user with id '113399' has viewed the submission status page for the assignment with course module id '1474045'.,web,146.110.175.240,2025-03-26 12:57:02,113399,,Szamonkeres,3,13,26,12,Órai,Egyetemen,Órai – számonkérés,Ismeretlen,
"2025. március 26., 12:57:02",Feladat: zh-E,Feladat,Megtekintett kurzusmodul,The user with id '113399' viewed the 'assign' activity with course module id '1474045'.,web,146.110.175.240,2025-03-26 12:57:02,113399,,Szamonkeres,3,13,26,12,Órai,Egyetemen,Órai – számonkérés,Ismeretlen,
"2025. március 26., 12:55:37",Feladat: zh-E,Feladat,Leadás állapota megtekintve,The user with id '113399' has viewed the submission status page for the assignment with course module id '1474045'.,web,146.110.175.240,2025-03-26 12:55:37,113399,,Szamonkeres,3,13,26,12,Órai,Egyetemen,Órai – számonkérés,Ismeretlen,
"2025. március 26., 12:55:37",Feladat: zh-E,Feladat,Megtekintett kurzusmodul,The user with id '113399' viewed the 'assign' activity with course module id '1474045'.,web,146.110.175.240,2025-03-26 12:55:37,113399,,Szamonkeres,3,13,26,12,Órai,Egyetemen,Órai – számonkérés,Ismeretlen,
"2025. március 26., 12:55:37",Feladat: zh-E,Feladat,Leadtak egy munkát.,The user with id '113399' has submitted the submission with id '3134391' for the assignment with course module id '1474045'.,web,146.110.175.240,2025-03-26 12:55:37,113399,,Szamonkeres,3,13,26,12,Órai,Egyetemen,Órai – számonkérés,Ismeretlen,
"2025. március 26., 12:55:37",Feladat: zh-E,alaprendszer,Kurzustevékenység teljesítése frissítve,The user with id '113399' updated the completion state for the course module with id '1474045' for the user with id '113399'.,web,146.110.175.240,2025-03-26 12:55:37,113399,,Szamonkeres,3,13,26,12,Órai,Egyetemen,Órai – számonkérés,Ismeretlen,
"2025. március 26., 12:55:36",Feladat: zh-E,Leadás állományban,Leadott munka létrehozva,The user with id '113399' created a file submission and uploaded '1' file/s in the assignment with course module id '1474045'.,web,146.110.175.240,2025-03-26 12:55:36,113399,,Szamonkeres,3,13,26,12,Órai,Egyetemen,Órai – számonkérés,Ismeretlen,
"2025. március 26., 12:55:36",Feladat: zh-E,Leadás állományban,Feltöltöttek egy állományt.,The user with id '113399' has uploaded a file to the submission with id '3134391' in the assignment activity with course module id '1474045'.,web,146.110.175.240,2025-03-26 12:55:36,113399,,Szamonkeres,3,13,26,12,Órai,Egyetemen,Órai – számonkérés,Ismeretlen,
"2025. március 26., 12:55:36",Feladat: zh-E,Online szövegben leadott munkák,Leadott munka létrehozva,The user with id '113399' created an online text submission with '0' words in the assignment with course module id '1474045'.,web,146.110.175.240,2025-03-26 12:55:36,113399,,Szamonkeres,3,13,26,12,Órai,Egyetemen,Órai – számonkérés,Ismeretlen,
"2025. március 26., 12:55:36",Feladat: zh-E,Online szövegben leadott munkák,Online szöveget töltöttek föl.,The user with id '113399' has saved an online text submission with id '3134391' in the assignment activity with course module id '1474045'.,web,146.110.175.240,2025-03-26 12:55:36,113399,,Szamonkeres,3,13,26,12,Órai,Egyetemen,Órai – számonkérés,Ismeretlen,
"2025. március 26., 12:55:36",Feladat: zh-E,Feladat,Megtekintett kurzusmodul,The user with id '113399' viewed the 'assign' activity with course module id '1474045'.,web,146.110.175.240,2025-03-26 12:55:36,113399,,Szamonkeres,3,13,26,12,Órai,Egyetemen,Órai – számonkérés,Ismeretlen,
"2025. március 26., 12:55:23",Feladat: zh-E,Feladat,Leadási űrlap megtekintve,The user with id '113399' viewed their submission for the assignment with course module id '1474045'.,web,146.110.175.240,2025-03-26 12:55:23,113399,,Szamonkeres,3,13,26,12,Órai,Egyetemen,Órai – számonkérés,Ismeretlen,
"2025. március 26., 12:55:23",Feladat: zh-E,Feladat,Megtekintett kurzusmodul,The user with id '113399' viewed the 'assign' activity with course module id '1474045'.,web,146.110.175.240,2025-03-26 12:55:23,113399,,Szamonkeres,3,13,26,12,Órai,Egyetemen,Órai – számonkérés,Ismeretlen,
"2025. március 26., 12:55:21",Feladat: zh-E,Feladat,Leadás állapota megtekintve,The user with id '113399' has viewed the submission status page for the assignment with course module id '1474045'.,web,146.110.175.240,2025-03-26 12:55:21,113399,,Szamonkeres,3,13,26,12,Órai,Egyetemen,Órai – számonkérés,Ismeretlen,
"2025. március 26., 12:55:20",Feladat: zh-E,Feladat,Megtekintett kurzusmodul,The user with id '113399' viewed the 'assign' activity with course module id '1474045'.,web,146.110.175.240,2025-03-26 12:55:20,113399,,Szamonkeres,3,13,26,12,Órai,Egyetemen,Órai – számonkérés,Ismeretlen,
"2025. március 26., 12:08:54",URL: Pandas gyakorlat (Colab),URL,Megtekintett kurzusmodul,The user with id '113399' viewed the 'url' activity with course module id '1473937'.,web,146.110.175.240,2025-03-26 12:08:54,113399,,Orai,3,13,26,12,Órai,Egyetemen,Órai – nem számonkérés,1. hét,1
"2025. március 26., 12:05:37",Fájl: Adat-E,Tananyag,Megtekintett kurzusmodul,The user with id '113399' viewed the 'resource' activity with course module id '1503020'.,web,146.110.175.240,2025-03-26 12:05:37,113399,,Szamonkeres,3,13,26,12,Órai,Egyetemen,Órai – számonkérés,Ismeretlen,
"2025. március 26., 12:05:26",Feladat: zh-E,Feladat,Leadás állapota megtekintve,The user with id '113399' has viewed the submission status page for the assignment with course module id '1474045'.,web,146.110.175.240,2025-03-26 12:05:26,113399,,Szamonkeres,3,13,26,12,Órai,Egyetemen,Órai – számonkérés,Ismeretlen,
"2025. március 26., 12:05:26",Feladat: zh-E,Feladat,Megtekintett kurzusmodul,The user with id '113399' viewed the 'assign' activity with course module id '1474045'.,web,146.110.175.240,2025-03-26 12:05:26,113399,,Szamonkeres,3,13,26,12,Órai,Egyetemen,Órai – számonkérés,Ismeretlen,
"2025. március 26., 12:01:45",Teszt: Elmélet3,Teszt,Megtekintett kurzusmodul,The user with id '113399' viewed the 'quiz' activity with course module id '1503322'.,web,146.110.80.70,2025-03-26 12:01:45,113399,,Szamonkeres,3,13,26,12,Órai,Egyetemen,Órai – számonkérés,Ismeretlen,
"2025. március 26., 12:01:45",Teszt: Elmélet3,Teszt,Próbálkozás leadva,The user with id '113399' has submitted the attempt with id '3551248' for the quiz with course module id '1503322'.,web,146.110.80.70,2025-03-26 12:01:45,113399,,Szamonkeres,3,13,26,12,Órai,Egyetemen,Órai – számonkérés,Ismeretlen,
"2025. március 26., 12:01:42",Teszt: Elmélet3,Teszt,Próbálkozás összegzése megtekintve,The user with id '113399' has viewed the summary for the attempt with id '3551248' belonging to the user with id '113399' for the quiz with course module id '1503322'.,web,146.110.80.70,2025-03-26 12:01:42,113399,,Szamonkeres,3,13,26,12,Órai,Egyetemen,Órai – számonkérés,Ismeretlen,
"2025. március 26., 12:01:42",Teszt: Elmélet3,Teszt,A teszttel próbálkozás frissítve,The user with id '113399' has updated responses on page '1' of the attempt with id '3551248' belonging to the user with id '113399' for the quiz with course module id '1503322'.,web,146.110.80.70,2025-03-26 12:01:42,113399,,Szamonkeres,3,13,26,12,Órai,Egyetemen,Órai – számonkérés,Ismeretlen,
"2025. március 26., 12:00:50",Teszt: Elmélet3,Teszt,A teszttel próbálkozás automatikusan mentve,"The user with id '113399' is working on page '1' of the attempt with id '3551248' for the quiz with course module id '1503322', and their latest responses have been saved automatically.",web,146.110.80.70,2025-03-26 12:00:50,113399,,Szamonkeres,3,13,26,12,Órai,Egyetemen,Órai – számonkérés,Ismeretlen,
"2025. március 26., 11:50:54",Teszt: Elmélet3,Teszt,A teszttel próbálkozás automatikusan mentve,"The user with id '113399' is working on page '1' of the attempt with id '3551248' for the quiz with course module id '1503322', and their latest responses have been saved automatically.",web,146.110.80.70,2025-03-26 11:50:54,113399,,Szamonkeres,3,13,26,11,Órai,Egyetemen,Órai – számonkérés,Ismeretlen,
"2025. március 26., 11:48:47",Teszt: Elmélet3,Teszt,A teszttel próbálkozás automatikusan mentve,"The user with id '113399' is working on page '1' of the attempt with id '3551248' for the quiz with course module id '1503322', and their latest responses have been saved automatically.",web,146.110.80.70,2025-03-26 11:48:47,113399,,Szamonkeres,3,13,26,11,Órai,Egyetemen,Órai – számonkérés,Ismeretlen,
"2025. március 26., 11:47:33",Teszt: Elmélet3,Teszt,A teszttel próbálkozás automatikusan mentve,"The user with id '113399' is working on page '1' of the attempt with id '3551248' for the quiz with course module id '1503322', and their latest responses have been saved automatically.",web,146.110.80.70,2025-03-26 11:47:33,113399,,Szamonkeres,3,13,26,11,Órai,Egyetemen,Órai – számonkérés,Ismeretlen,
"2025. március 26., 11:46:06",Teszt: Elmélet3,Teszt,A teszttel próbálkozás automatikusan mentve,"The user with id '113399' is working on page '1' of the attempt with id '3551248' for the quiz with course module id '1503322', and their latest responses have been saved automatically.",web,146.110.80.70,2025-03-26 11:46:06,113399,,Szamonkeres,3,13,26,11,Órai,Egyetemen,Órai – számonkérés,Ismeretlen,
"2025. március 26., 11:45:04",Teszt: Elmélet3,Teszt,A teszttel próbálkozás automatikusan mentve,"The user with id '113399' is working on page '1' of the attempt with id '3551248' for the quiz with course module id '1503322', and their latest responses have been saved automatically.",web,146.110.80.70,2025-03-26 11:45:04,113399,,Szamonkeres,3,13,26,11,Órai,Egyetemen,Órai – számonkérés,Ismeretlen,
"2025. március 26., 11:43:57",Teszt: Elmélet3,Teszt,Próbálkozás megtekintve,The user with id '113399' has viewed page '1' of the attempt with id '3551248' belonging to the user with id '113399' for the quiz with course module id '1503322'.,web,146.110.80.70,2025-03-26 11:43:57,113399,,Szamonkeres,3,13,26,11,Órai,Egyetemen,Órai – számonkérés,Ismeretlen,
"2025. március 26., 11:43:56",Teszt: Elmélet3,Teszt,Próbálkozás elkezdve,The user with id '113399' has started the attempt with id '3551248' for the quiz with course module id '1503322'.,web,146.110.80.70,2025-03-26 11:43:56,113399,,Szamonkeres,3,13,26,11,Órai,Egyetemen,Órai – számonkérés,Ismeretlen,
"2025. március 26., 11:40:31",Teszt: Elmélet3,Teszt,Megtekintett kurzusmodul,The user with id '113399' viewed the 'quiz' activity with course module id '1503322'.,web,146.110.80.70,2025-03-26 11:40:31,113399,,Szamonkeres,3,13,26,11,Órai,Egyetemen,Órai – számonkérés,Ismeretlen,
"2025. március 26., 11:39:52",Teszt: Elmélet3,Biztonságos vizsgaböngésző hozzáférési szabályai,A teszthez való hozzáférést megakadályozták,The user with id '113399' has been prevented from accessing quiz with id '582952' by the Safe Exam Browser access plugin. The reason was 'Érvénytelen SEB konfigurációs kulcs'. Expected config key: 'f392981db76214ddf0c2ed028821cc30f4f46bc1ef0ae11a5ed3fc28ebf804fe'. Received config key: ''. Received browser exam key: ''.,web,146.110.80.70,2025-03-26 11:39:52,113399,,Szamonkeres,3,13,26,11,Otthoni,Egyetemen,Otthoni,Ismeretlen,
"2025. március 26., 11:39:52",Teszt: Elmélet3,Biztonságos vizsgaböngésző hozzáférési szabályai,A teszthez való hozzáférést megakadályozták,The user with id '113399' has been prevented from accessing quiz with id '582952' by the Safe Exam Browser access plugin. The reason was 'Érvénytelen SEB konfigurációs kulcs'. Expected config key: 'f392981db76214ddf0c2ed028821cc30f4f46bc1ef0ae11a5ed3fc28ebf804fe'. Received config key: ''. Received browser exam key: ''.,web,146.110.80.70,2025-03-26 11:39:52,113399,,Szamonkeres,3,13,26,11,Otthoni,Egyetemen,Otthoni,Ismeretlen,
"2025. március 26., 11:39:52",Teszt: Elmélet3,Teszt,Megtekintett kurzusmodul,The user with id '113399' viewed the 'quiz' activity with course module id '1503322'.,web,146.110.80.70,2025-03-26 11:39:52,113399,,Szamonkeres,3,13,26,11,Otthoni,Egyetemen,Otthoni,Ismeretlen,
"2025. március 26., 11:25:51",Fájl: Nem felügyelt gépi tanítás - Dimenzió csökkentés,Tananyag,Megtekintett kurzusmodul,The user with id '113399' viewed the 'resource' activity with course module id '1473979'.,web,146.110.175.240,2025-03-26 11:25:51,113399,,Orai,3,13,26,11,Otthoni,Egyetemen,Otthoni,5. hét,5
"2025. március 26., 11:23:25",Fájl: Nem felügyelt gépi tanítás - Cluster,Tananyag,Megtekintett kurzusmodul,The user with id '113399' viewed the 'resource' activity with course module id '1473976'.,web,146.110.175.240,2025-03-26 11:23:25,113399,,Orai,3,13,26,11,Otthoni,Egyetemen,Otthoni,4. hét,4
"2025. március 26., 11:23:15","Fájl: Modellek általánosítása, regresszió",Tananyag,Megtekintett kurzusmodul,The user with id '113399' viewed the 'resource' activity with course module id '1473959'.,web,146.110.175.240,2025-03-26 11:23:15,113399,,Orai,3,13,26,11,Otthoni,Egyetemen,Otthoni,3. hét,3
"2025. március 26., 11:23:10",Fájl: Klasszifikáció,Tananyag,Megtekintett kurzusmodul,The user with id '113399' viewed the 'resource' activity with course module id '1473952'.,web,146.110.175.240,2025-03-26 11:23:10,113399,,Orai,3,13,26,11,Otthoni,Egyetemen,Otthoni,2. hét,2
"2025. március 26., 11:22:47",Fájl: Pandas (ismétlés),Tananyag,Megtekintett kurzusmodul,The user with id '113399' viewed the 'resource' activity with course module id '1473936'.,web,146.110.175.240,2025-03-26 11:22:47,113399,,Orai,3,13,26,11,Otthoni,Egyetemen,Otthoni,1. hét,1
"2025. március 26., 09:25:39",Feladat: zh-A,Feladat,Leadás állapota megtekintve,The user with id '113416' has viewed the submission status page for the assignment with course module id '1474035'.,web,146.110.80.75,2025-03-26 09:25:39,113416,,Szamonkeres,3,13,26,9,Órai,Egyetemen,Órai – számonkérés,Ismeretlen,
"2025. március 26., 09:25:38",Feladat: zh-A,Feladat,Megtekintett kurzusmodul,The user with id '113416' viewed the 'assign' activity with course module id '1474035'.,web,146.110.80.75,2025-03-26 09:25:38,113416,,Szamonkeres,3,13,26,9,Órai,Egyetemen,Órai – számonkérés,Ismeretlen,
"2025. március 26., 09:25:22",Feladat: zh-A,Feladat,Leadás állapota megtekintve,The user with id '113416' has viewed the submission status page for the assignment with course module id '1474035'.,web,146.110.80.75,2025-03-26 09:25:22,113416,,Szamonkeres,3,13,26,9,Órai,Egyetemen,Órai – számonkérés,Ismeretlen,
"2025. március 26., 09:25:22",Feladat: zh-A,Feladat,Megtekintett kurzusmodul,The user with id '113416' viewed the 'assign' activity with course module id '1474035'.,web,146.110.80.75,2025-03-26 09:25:22,113416,,Szamonkeres,3,13,26,9,Órai,Egyetemen,Órai – számonkérés,Ismeretlen,
"2025. március 26., 09:25:22",Feladat: zh-A,Feladat,Leadtak egy munkát.,The user with id '113416' has submitted the submission with id '3133829' for the assignment with course module id '1474035'.,web,146.110.80.75,2025-03-26 09:25:22,113416,,Szamonkeres,3,13,26,9,Órai,Egyetemen,Órai – számonkérés,Ismeretlen,
"2025. március 26., 09:25:22",Feladat: zh-A,alaprendszer,Kurzustevékenység teljesítése frissítve,The user with id '113416' updated the completion state for the course module with id '1474035' for the user with id '113416'.,web,146.110.80.75,2025-03-26 09:25:22,113416,,Szamonkeres,3,13,26,9,Órai,Egyetemen,Órai – számonkérés,Ismeretlen,
"2025. március 26., 09:25:22",Feladat: zh-A,Leadás állományban,Leadott munka létrehozva,The user with id '113416' created a file submission and uploaded '1' file/s in the assignment with course module id '1474035'.,web,146.110.80.75,2025-03-26 09:25:22,113416,,Szamonkeres,3,13,26,9,Órai,Egyetemen,Órai – számonkérés,Ismeretlen,
"2025. március 26., 09:25:22",Feladat: zh-A,Leadás állományban,Feltöltöttek egy állományt.,The user with id '113416' has uploaded a file to the submission with id '3133829' in the assignment activity with course module id '1474035'.,web,146.110.80.75,2025-03-26 09:25:22,113416,,Szamonkeres,3,13,26,9,Órai,Egyetemen,Órai – számonkérés,Ismeretlen,
"2025. március 26., 09:25:22",Feladat: zh-A,Online szövegben leadott munkák,Leadott munka létrehozva,The user with id '113416' created an online text submission with '0' words in the assignment with course module id '1474035'.,web,146.110.80.75,2025-03-26 09:25:22,113416,,Szamonkeres,3,13,26,9,Órai,Egyetemen,Órai – számonkérés,Ismeretlen,
"2025. március 26., 09:25:22",Feladat: zh-A,Online szövegben leadott munkák,Online szöveget töltöttek föl.,The user with id '113416' has saved an online text submission with id '3133829' in the assignment activity with course module id '1474035'.,web,146.110.80.75,2025-03-26 09:25:22,113416,,Szamonkeres,3,13,26,9,Órai,Egyetemen,Órai – számonkérés,Ismeretlen,
"2025. március 26., 09:25:22",Feladat: zh-A,Feladat,Megtekintett kurzusmodul,The user with id '113416' viewed the 'assign' activity with course module id '1474035'.,web,146.110.80.75,2025-03-26 09:25:22,113416,,Szamonkeres,3,13,26,9,Órai,Egyetemen,Órai – számonkérés,Ismeretlen,
"2025. március 26., 09:25:10",Feladat: zh-A,Feladat,Leadási űrlap megtekintve,The user with id '113416' viewed their submission for the assignment with course module id '1474035'.,web,146.110.80.75,2025-03-26 09:25:10,113416,,Szamonkeres,3,13,26,9,Órai,Egyetemen,Órai – számonkérés,Ismeretlen,
"2025. március 26., 09:25:09",Feladat: zh-A,Feladat,Megtekintett kurzusmodul,The user with id '113416' viewed the 'assign' activity with course module id '1474035'.,web,146.110.80.75,2025-03-26 09:25:09,113416,,Szamonkeres,3,13,26,9,Órai,Egyetemen,Órai – számonkérés,Ismeretlen,
"2025. március 26., 09:25:05",Feladat: zh-A,Feladat,Leadás állapota megtekintve,The user with id '113416' has viewed the submission status page for the assignment with course module id '1474035'.,web,146.110.80.75,2025-03-26 09:25:05,113416,,Szamonkeres,3,13,26,9,Órai,Egyetemen,Órai – számonkérés,Ismeretlen,
"2025. március 26., 09:25:05",Feladat: zh-A,Feladat,Megtekintett kurzusmodul,The user with id '113416' viewed the 'assign' activity with course module id '1474035'.,web,146.110.80.75,2025-03-26 09:25:05,113416,,Szamonkeres,3,13,26,9,Órai,Egyetemen,Órai – számonkérés,Ismeretlen,
"2025. március 26., 08:58:12",Teszt: Elmélet1,Biztonságos vizsgaböngésző hozzáférési szabályai,A teszthez való hozzáférést megakadályozták,The user with id '113416' has been prevented from accessing quiz with id '582943' by the Safe Exam Browser access plugin. The reason was 'Érvénytelen SEB konfigurációs kulcs'. Expected config key: 'f7fb1980f46d3b4fbd8c023499e74adee76e83b15a9509123b0b7ba473f82542'. Received config key: ''. Received browser exam key: ''.,web,146.110.80.75,2025-03-26 08:58:12,113416,,Szamonkeres,3,13,26,8,Órai,Egyetemen,Órai – számonkérés,Ismeretlen,
"2025. március 26., 08:58:12",Teszt: Elmélet1,Teszt,Megtekintett kurzusmodul,The user with id '113416' viewed the 'quiz' activity with course module id '1503059'.,web,146.110.80.75,2025-03-26 08:58:12,113416,,Szamonkeres,3,13,26,8,Órai,Egyetemen,Órai – számonkérés,Ismeretlen,
"2025. március 26., 08:29:35",Fájl: Adat-A,Tananyag,Megtekintett kurzusmodul,The user with id '113416' viewed the 'resource' activity with course module id '1503014'.,web,146.110.80.75,2025-03-26 08:29:35,113416,,Szamonkeres,3,13,26,8,Órai,Egyetemen,Órai – számonkérés,Ismeretlen,
"2025. március 26., 08:22:37",Feladat: zh-A,Feladat,Leadás állapota megtekintve,The user with id '113416' has viewed the submission status page for the assignment with course module id '1474035'.,web,146.110.80.75,2025-03-26 08:22:37,113416,,Szamonkeres,3,13,26,8,Órai,Egyetemen,Órai – számonkérés,Ismeretlen,
"2025. március 26., 08:22:37",Feladat: zh-A,Feladat,Megtekintett kurzusmodul,The user with id '113416' viewed the 'assign' activity with course module id '1474035'.,web,146.110.80.75,2025-03-26 08:22:37,113416,,Szamonkeres,3,13,26,8,Órai,Egyetemen,Órai – számonkérés,Ismeretlen,
"2025. március 26., 08:20:48",Teszt: Elmélet1,Teszt,Megtekintett kurzusmodul,The user with id '113416' viewed the 'quiz' activity with course module id '1503059'.,web,146.110.80.75,2025-03-26 08:20:48,113416,,Szamonkeres,3,13,26,8,Órai,Egyetemen,Órai – számonkérés,Ismeretlen,
"2025. március 26., 08:20:48",Teszt: Elmélet1,Teszt,Próbálkozás leadva,The user with id '113416' has submitted the attempt with id '3550935' for the quiz with course module id '1503059'.,web,146.110.80.75,2025-03-26 08:20:48,113416,,Szamonkeres,3,13,26,8,Órai,Egyetemen,Órai – számonkérés,Ismeretlen,
"2025. március 26., 08:20:42",Teszt: Elmélet1,Teszt,Próbálkozás összegzése megtekintve,The user with id '113416' has viewed the summary for the attempt with id '3550935' belonging to the user with id '113416' for the quiz with course module id '1503059'.,web,146.110.80.75,2025-03-26 08:20:42,113416,,Szamonkeres,3,13,26,8,Órai,Egyetemen,Órai – számonkérés,Ismeretlen,
"2025. március 26., 08:20:42",Teszt: Elmélet1,Teszt,A teszttel próbálkozás frissítve,The user with id '113416' has updated responses on page '1' of the attempt with id '3550935' belonging to the user with id '113416' for the quiz with course module id '1503059'.,web,146.110.80.75,2025-03-26 08:20:42,113416,,Szamonkeres,3,13,26,8,Órai,Egyetemen,Órai – számonkérés,Ismeretlen,
"2025. március 26., 08:19:10",Teszt: Elmélet1,Teszt,A teszttel próbálkozás automatikusan mentve,"The user with id '113416' is working on page '1' of the attempt with id '3550935' for the quiz with course module id '1503059', and their latest responses have been saved automatically.",web,146.110.80.75,2025-03-26 08:19:10,113416,,Szamonkeres,3,13,26,8,Órai,Egyetemen,Órai – számonkérés,Ismeretlen,
"2025. március 26., 08:17:33",Teszt: Elmélet1,Teszt,A teszttel próbálkozás automatikusan mentve,"The user with id '113416' is working on page '1' of the attempt with id '3550935' for the quiz with course module id '1503059', and their latest responses have been saved automatically.",web,146.110.80.75,2025-03-26 08:17:33,113416,,Szamonkeres,3,13,26,8,Órai,Egyetemen,Órai – számonkérés,Ismeretlen,
"2025. március 26., 08:15:10",Teszt: Elmélet1,Teszt,A teszttel próbálkozás automatikusan mentve,"The user with id '113416' is working on page '1' of the attempt with id '3550935' for the quiz with course module id '1503059', and their latest responses have been saved automatically.",web,146.110.80.75,2025-03-26 08:15:10,113416,,Szamonkeres,3,13,26,8,Órai,Egyetemen,Órai – számonkérés,Ismeretlen,
"2025. március 26., 08:14:00",Teszt: Elmélet1,Teszt,A teszttel próbálkozás automatikusan mentve,"The user with id '113416' is working on page '1' of the attempt with id '3550935' for the quiz with course module id '1503059', and their latest responses have been saved automatically.",web,146.110.80.75,2025-03-26 08:14:00,113416,,Szamonkeres,3,13,26,8,Órai,Egyetemen,Órai – számonkérés,Ismeretlen,
"2025. március 26., 08:12:09",Teszt: Elmélet1,Teszt,A teszttel próbálkozás automatikusan mentve,"The user with id '113416' is working on page '1' of the attempt with id '3550935' for the quiz with course module id '1503059', and their latest responses have been saved automatically.",web,146.110.80.75,2025-03-26 08:12:09,113416,,Szamonkeres,3,13,26,8,Órai,Egyetemen,Órai – számonkérés,Ismeretlen,
"2025. március 26., 08:11:06",Teszt: Elmélet1,Teszt,A teszttel próbálkozás automatikusan mentve,"The user with id '113416' is working on page '1' of the attempt with id '3550935' for the quiz with course module id '1503059', and their latest responses have been saved automatically.",web,146.110.80.75,2025-03-26 08:11:06,113416,,Szamonkeres,3,13,26,8,Órai,Egyetemen,Órai – számonkérés,Ismeretlen,
"2025. március 26., 08:08:41",Teszt: Elmélet1,Teszt,A teszttel próbálkozás automatikusan mentve,"The user with id '113416' is working on page '1' of the attempt with id '3550935' for the quiz with course module id '1503059', and their latest responses have been saved automatically.",web,146.110.80.75,2025-03-26 08:08:41,113416,,Szamonkeres,3,13,26,8,Órai,Egyetemen,Órai – számonkérés,Ismeretlen,
"2025. március 26., 08:06:53",Teszt: Elmélet1,Teszt,A teszttel próbálkozás automatikusan mentve,"The user with id '113416' is working on page '1' of the attempt with id '3550935' for the quiz with course module id '1503059', and their latest responses have been saved automatically.",web,146.110.80.75,2025-03-26 08:06:53,113416,,Szamonkeres,3,13,26,8,Órai,Egyetemen,Órai – számonkérés,Ismeretlen,
"2025. március 26., 08:05:21",Teszt: Elmélet1,Teszt,Próbálkozás megtekintve,The user with id '113416' has viewed page '1' of the attempt with id '3550935' belonging to the user with id '113416' for the quiz with course module id '1503059'.,web,146.110.80.75,2025-03-26 08:05:21,113416,,Szamonkeres,3,13,26,8,Órai,Egyetemen,Órai – számonkérés,Ismeretlen,
"2025. március 26., 08:05:21",Teszt: Elmélet1,Teszt,Próbálkozás elkezdve,The user with id '113416' has started the attempt with id '3550935' for the quiz with course module id '1503059'.,web,146.110.80.75,2025-03-26 08:05:21,113416,,Szamonkeres,3,13,26,8,Órai,Egyetemen,Órai – számonkérés,Ismeretlen,
"2025. március 26., 08:04:51",Teszt: Elmélet1,Teszt,Megtekintett kurzusmodul,The user with id '113416' viewed the 'quiz' activity with course module id '1503059'.,web,146.110.80.75,2025-03-26 08:04:51,113416,,Szamonkeres,3,13,26,8,Órai,Egyetemen,Órai – számonkérés,Ismeretlen,
"2025. március 26., 08:01:24",Teszt: Elmélet1,Biztonságos vizsgaböngésző hozzáférési szabályai,A teszthez való hozzáférést megakadályozták,The user with id '113416' has been prevented from accessing quiz with id '582943' by the Safe Exam Browser access plugin. The reason was 'Érvénytelen SEB konfigurációs kulcs'. Expected config key: 'f7fb1980f46d3b4fbd8c023499e74adee76e83b15a9509123b0b7ba473f82542'. Received config key: ''. Received browser exam key: ''.,web,146.110.80.75,2025-03-26 08:01:24,113416,,Szamonkeres,3,13,26,8,Órai,Egyetemen,Órai – számonkérés,Ismeretlen,
"2025. március 26., 08:01:24",Teszt: Elmélet1,Biztonságos vizsgaböngésző hozzáférési szabályai,A teszthez való hozzáférést megakadályozták,The user with id '113416' has been prevented from accessing quiz with id '582943' by the Safe Exam Browser access plugin. The reason was 'Érvénytelen SEB konfigurációs kulcs'. Expected config key: 'f7fb1980f46d3b4fbd8c023499e74adee76e83b15a9509123b0b7ba473f82542'. Received config key: ''. Received browser exam key: ''.,web,146.110.80.75,2025-03-26 08:01:24,113416,,Szamonkeres,3,13,26,8,Órai,Egyetemen,Órai – számonkérés,Ismeretlen,
"2025. március 26., 08:01:24",Teszt: Elmélet1,Teszt,Megtekintett kurzusmodul,The user with id '113416' viewed the 'quiz' activity with course module id '1503059'.,web,146.110.80.75,2025-03-26 08:01:24,113416,,Szamonkeres,3,13,26,8,Órai,Egyetemen,Órai – számonkérés,Ismeretlen,
"2025. március 26., 08:01:24",Teszt: Elmélet1,Biztonságos vizsgaböngésző hozzáférési szabályai,A teszthez való hozzáférést megakadályozták,The user with id '113416' has been prevented from accessing quiz with id '582943' by the Safe Exam Browser access plugin. The reason was 'Érvénytelen SEB konfigurációs kulcs'. Expected config key: 'f7fb1980f46d3b4fbd8c023499e74adee76e83b15a9509123b0b7ba473f82542'. Received config key: ''. Received browser exam key: ''.,web,146.110.80.75,2025-03-26 08:01:24,113416,,Szamonkeres,3,13,26,8,Órai,Egyetemen,Órai – számonkérés,Ismeretlen,
