Idő,Eseménykörnyezet,Összetevő,Esemény neve,Leírás,Eredet,IP-cím,Idő_dt,user_id,tetel_id,Uj_oszlop,hónap,hét,nap,óra,Munka_típus,lokacio,Munka_3utas,Tantervi_hét,Tantervi_hét_szám
"2025. február 19., 08:34:57",URL: Pandas gyakorlat (Colab),URL,Megtekintett kurzusmodul,The user with id '113416' viewed the 'url' activity with course module id '1473937'.,web,146.110.80.75,2025-02-19 08:34:57,113416,,Orai,2,8,19,8,Órai,Egyetemen,Órai – nem számonkérés,1. hét,1
"2025. február 19., 08:25:28",Jelenléti ív: G4 (Szerda 11:40-13:10; Sarro-Oláh Bernadett),Jelenléti ív,Session report viewed,User with id 107123 viewed attendance sessions for student with id 107123,web,146.110.80.74,2025-02-19 08:25:28,,,Admin,2,8,19,8,Órai,Egyetemen,Órai – nem számonkérés,Ismeretlen,
"2025. február 18., 23:03:16",Jelenléti ív: G4 (Szerda 11:40-13:10; Sarro-Oláh Bernadett),Jelenléti ív,Session report viewed,User with id 106458 viewed attendance sessions for student with id 106458,web,80.99.193.105,2025-02-18 23:03:16,,,Admin,2,8,18,23,Otthoni,Egyéb helyen,Otthoni,Ismeretlen,
"2025. február 18., 12:50:17",Jelenléti ív: G1 (Szerda 8:00-9:30; Fodor Szabina),Jelenléti ív,Session report viewed,User with id 113326 viewed attendance sessions for student with id 113326,web,84.225.164.163,2025-02-18 12:50:17,,,Admin,2,8,18,12,Otthoni,Egyéb helyen,Otthoni,Ismeretlen,
"2025. február 18., 12:15:00",Jelenléti ív: G4 (Szerda 11:40-13:10; Sarro-Oláh Bernadett),Jelenléti ív,Session report viewed,User with id 113320 viewed attendance sessions for student with id 113320,web,146.110.197.185,2025-02-18 12:15:00,,,Admin,2,8,18,12,Otthoni,Egyetemen,Otthoni,Ismeretlen,
"2025. február 18., 08:36:43",Jelenléti ív: G3 (Szerda 9:50-11:20; Fodor Szabina),Jelenléti ív,Session report viewed,User with id 113382 viewed attendance sessions for student with id 113382,web,89.134.4.200,2025-02-18 08:36:43,,,Admin,2,8,18,8,Otthoni,Egyéb helyen,Otthoni,Ismeretlen,
"2025. február 17., 20:00:42",Jelenléti ív: G2 (Szerda 9:50-11:20; Sarró-Oláh Bernadett,Jelenléti ív,Session report viewed,User with id 113323 viewed attendance sessions for student with id 113323,web,85.238.65.115,2025-02-17 20:00:42,,,Admin,2,8,17,20,Otthoni,Egyéb helyen,Otthoni,Ismeretlen,
"2025. február 17., 14:53:36",Jelenléti ív: G3 (Szerda 9:50-11:20; Fodor Szabina),Jelenléti ív,Session report viewed,User with id 113226 viewed attendance sessions for student with id 113226,web,78.23.0.134,2025-02-17 14:53:36,,,Admin,2,8,17,14,Otthoni,Egyéb helyen,Otthoni,Ismeretlen,
"2025. február 17., 13:51:08",Jelenléti ív: G1 (Szerda 8:00-9:30; Fodor Szabina),Jelenléti ív,Session report viewed,User with id 113264 viewed attendance sessions for student with id 113264,web,146.110.164.127,2025-02-17 13:51:08,,,Admin,2,8,17,13,Otthoni,Egyetemen,Otthoni,Ismeretlen,
"2025. február 17., 12:13:00",Jelenléti ív: G3 (Szerda 9:50-11:20; Fodor Szabina),Jelenléti ív,Session report viewed,User with id 113489 viewed attendance sessions for student with id 113489,web,85.67.90.9,2025-02-17 12:13:00,,,Admin,2,8,17,12,Otthoni,Egyéb helyen,Otthoni,Ismeretlen,
